file,label,duration,rms_mean,rms_std,silence,centroid_mean,centroid_std,flat_mean,flat_std,hf_mean,zcr_mean,pitch_mean,pitch_std,pitch_cv
real_01.wav,real,31.3373125,0.06087172403931618,0.06505648046731949,0.2905491698595147,1123.5039958761508,1336.0055598371948,0.1981214602721875,0.1755211309852264,0.08731855665906574,0.15061474905338001,143.58396549640298,70.09340589856671,0.48817014947142207
real_02.wav,real,20.3293125,0.0655476376414299,0.07486832141876221,0.3333333333333333,1157.9574715130839,1471.168185701346,0.24330015844305283,0.18461805653762162,0.10991606451944852,0.15430811878180298,139.97581438598365,83.10357173932817,0.5936995051843469
real_03.wav,real,14.4413125,0.06852876394987106,0.0793752372264862,0.32385575589459087,1180.515077378419,1371.0139498239205,0.2364296652457108,0.18678279945251525,0.09689683752834877,0.1598259255395693,162.73391025557348,99.56255993255397,0.6118120051044017
real_04.wav,real,12.9906875,0.06029783561825752,0.0737355649471283,0.3600616808018504,1313.636582180598,1601.2914829504596,0.2754432657368364,0.18761892625570373,0.1421058471125168,0.17438019723091835,139.52533490768863,71.8456756022307,0.5149292467152979
real_05.wav,real,22.7186875,0.04307159036397934,0.055329855531454086,0.439647577092511,1328.6800504225262,1499.2584581504188,0.3423399719472699,0.1856654510466688,0.1299876831138866,0.18377299180153772,175.01672341756083,125.34215512642515,0.7161724472847285
real_06.wav,real,18.2813125,0.04650071635842323,0.06332013756036758,0.46823658269441404,1314.7986395444839,1437.6041335855907,0.2919002724639774,0.2053790585021726,0.11135221676291493,0.17980291926108447,199.6037158826708,133.39033899177377,0.6682758304435263
real_07.wav,real,26.132,0.06199241057038307,0.08051400631666183,0.33626962849482955,1469.4851324693273,1643.3098499889763,0.24683812150124818,0.17815422322742197,0.12887942021082818,0.19575603711695266,178.2778059687296,90.04907076884932,0.5051053342228088
real_08.wav,real,29.8866875,0.06075679883360863,0.07146761566400528,0.36658855038500165,1293.9228638852267,1446.3844890232144,0.21445586825632185,0.16691707496566438,0.1258835885934631,0.17084958661465616,160.6066399231465,76.0143486099245,0.47329518036007473
clone_cartesia_01.wav,synthetic,18.1404375,0.056880682706832886,0.055006738752126694,0.22682119205298013,1052.1937737452895,1289.6562303946912,0.19011536983904026,0.1541213448976544,0.07918421191339559,0.14457195620630522,147.5170691509867,60.72951742759757,0.4116779012537729
clone_cartesia_02.wav,synthetic,17.0723125,0.052293695509433746,0.05514176934957504,0.28563049853372435,1072.898358411768,1286.3536326215599,0.21703196756158066,0.1530210970786294,0.09136284597834314,0.14781538684255766,127.31609874913981,47.73648769347536,0.374944631213992
clone_cartesia_03.wav,synthetic,14.79675,0.06124095246195793,0.06915511935949326,0.2814614343707713,1033.7494011781832,1031.5711032990432,0.19598399485893758,0.1502800572533673,0.056028502045002565,0.14169137724644595,154.73030110723425,78.63786804360615,0.508225392701839
